233;я;я;PRON;_;Case=Nom|Number=Sing|Person=1;_;_;_;@vvp1934-words#@vvp1934#940.188#940.511
234;говорю;говорить;VERB;_;Aspect=Ind|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@vvp1934-words#@vvp1934#940.511#940.834
235;просто;просто;PART;_;_;_;_;_;@vvp1934-words#@vvp1934#940.834#941.157
236;имейте;иметь;VERB;_;Aspect=Imp|Mood=Imp|Number=Plur|Person=2|VerbForm=Fin|Voice=Act;_;_;_;@vvp1934-words#@vvp1934#941.157#941.48
237;ввиду;ввиду;ADP;_;_;_;_;_;@vvp1934-words#@vvp1934#941.48#941.803
238;что;что;PRON;_;Case=Acc;_;_;_;@vvp1934-words#@vvp1934#941.803#942.126
239;если;если;SCONJ;_;_;_;_;_;@vvp1934-words#@vvp1934#942.126#942.449
240;показать;показать;VERB;_;Aspect=Perf|VerbForm=Inf|Voice=Act;_;_;_;@vvp1934-words#@vvp1934#942.449#942.772
241;/;/;PUNCT;_;_;_;_;_;@vvp1934-words#@vvp1934#942.772#943.095
242;лош...;лошадиную;ADJ;_;Case=Acc|Degree=Pos|Gender=Fem|Number=Sing;_;_;_;@vvp1934-words#@vvp1934#943.095#943.418
243;лошадиную;лошадиный;ADJ;_;Case=Acc|Degree=Pos|Gender=Fem|Number=Sing;_;_;_;@vvp1934-words#@vvp1934#943.418#943.741
244;задницу;задница;NOUN;_;Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing;_;_;_;@vvp1934-words#@vvp1934#943.741#944.064
245;/;/;PUNCT;_;_;_;_;_;@vvp1934-words#@vvp1934#944.064#944.387
246;каждый;каждый;DET;_;Case=Acc|Gender=Masc|Number=Sing;_;_;_;@vvp1934-words#@vvp1934#944.387#944.71
247;день;день;NOUN;_;Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing;_;_;_;@vvp1934-words#@vvp1934#944.71#945.033
248;на;на;ADP;_;_;_;_;_;@vvp1934-words#@vvp1934#945.033#945.356
249;экране;экран;NOUN;_;Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing;_;_;_;@vvp1934-words#@vvp1934#945.356#945.679
250;её;она;PRON;_;Case=Gen|Gender=Fem|Number=Sing|Person=3;_;_;_;@vvp1934-words#@vvp1934#945.679#946.002
251;тоже;тоже;PART;_;_;_;_;_;@vvp1934-words#@vvp1934#946.002#946.325
252;будут;быть;AUX;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@vvp1934-words#@vvp1934#946.325#946.648
253;узнавать;узнавать;VERB;_;Aspect=Imp|VerbForm=Inf|Voice=Act;_;_;_;@vvp1934-words#@vvp1934#946.648#946.971
254;а;а;CCONJ;_;_;_;_;_;@vvp1934-words#@vvp1934#946.971#947.294
255;потом;потом;ADV;_;Degree=Pos;_;_;_;@vvp1934-words#@vvp1934#947.294#947.617
256;так;так;ADV;_;Degree=Pos;_;_;_;@vvp1934-words#@vvp1934#947.617#947.94
257;же;же;PART;_;_;_;_;_;@vvp1934-words#@vvp1934#947.94#948.263
258;забудут;забыть;VERB;_;Aspect=Perf|Mood=Ind|Number=Plur|Person=3|Tense=Fut|VerbForm=Fin|Voice=Act;_;_;_;@vvp1934-words#@vvp1934#948.263#948.6
259;вы;вы;PRON;_;Case=Nom|Number=Plur|Person=2;_;_;_;@vvp1934-words#@vvp1934#949.0#949.4
260;другое;другой;ADJ;_;Case=Nom|Degree=Pos|Gender=Neut|Number=Sing;_;_;_;@vvp1934-words#@vvp1934#949.4#949.8
261;дело;дело;NOUN;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@vvp1934-words#@vvp1934#949.8#950.2
262;/;/;PUNCT;_;_;_;_;_;@vvp1934-words#@vvp1934#950.2#950.6
263;вы;вы;PRON;_;Case=Nom|Number=Plur|Person=2;_;_;_;@vvp1934-words#@vvp1934#950.6#951.0
264;/;/;PUNCT;_;_;_;_;_;@vvp1934-words#@vvp1934#951.0#951.4
265;сочиняете;сочинять;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@vvp1934-words#@vvp1934#951.4#951.8
266;/;/;PUNCT;_;_;_;_;_;@vvp1934-words#@vvp1934#951.8#952.2
267;вы;вы;PRON;_;Case=Nom|Number=Plur|Person=2;_;_;_;@vvp1934-words#@vvp1934#952.2#952.6
268;пишете;писать;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@vvp1934-words#@vvp1934#952.6#953.0
269;песни;песня;NOUN;_;Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur;_;_;_;@vvp1934-words#@vvp1934#953.0#953.4
270;/;/;PUNCT;_;_;_;_;_;@vvp1934-words#@vvp1934#953.4#953.8
271;аа;аа;INTJ;_;_;_;_;_;@vvp1934-words#@vvp1934#953.8#954.2
272;/;/;PUNCT;_;_;_;_;_;@vvp1934-words#@vvp1934#954.2#954.6
273;ии;и;CCONJ;_;_;_;_;_;@vvp1934-words#@vvp1934#954.6#955.0
274;/;/;PUNCT;_;_;_;_;_;@vvp1934-words#@vvp1934#955.0#955.4
275;я;я;PRON;_;Case=Nom|Number=Sing|Person=1;_;_;_;@vvp1934-words#@vvp1934#955.4#955.8
276;всегда;всегда;ADV;_;Degree=Pos;_;_;_;@vvp1934-words#@vvp1934#955.8#956.2
277;думаю;думать;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@vvp1934-words#@vvp1934#956.2#956.6
278;/;/;PUNCT;_;_;_;_;_;@vvp1934-words#@vvp1934#956.6#957.0
279;аа;а;INTJ;_;_;_;_;_;@vvp1934-words#@vvp1934#957.0#957.4
280;/;/;PUNCT;_;_;_;_;_;@vvp1934-words#@vvp1934#957.4#957.8
281;о;о;ADP;_;_;_;_;_;@vvp1934-words#@vvp1934#957.8#958.2
282;том;тот;PRON;_;Case=Loc|Gender=Masc|Number=Sing;_;_;_;@vvp1934-words#@vvp1934#958.2#958.6
283;что;что;SCONJ;_;_;_;_;_;@vvp1934-words#@vvp1934#958.6#959.0
284;говорили;говорить;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act;_;_;_;@vvp1934-words#@vvp1934#959.0#959.4
285;древние;древний;ADJ;_;Case=Nom|Degree=Pos|Number=Plur;_;_;_;@vvp1934-words#@vvp1934#959.4#959.8
286;римляне;римлянин;NOUN;_;Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur;_;_;_;@vvp1934-words#@vvp1934#959.8#960.2
287;ars;ars;X;_;Foreign=Yes;_;_;_;@vvp1934-words#@vvp1934#960.2#960.6
288;longa;longa;X;_;Foreign=Yes;_;_;_;@vvp1934-words#@vvp1934#960.6#961.0
289;vita;vita;X;_;Foreign=Yes;_;_;_;@vvp1934-words#@vvp1934#961.0#961.4
290;brevis;brevis;X;_;Foreign=Yes;_;_;_;@vvp1934-words#@vvp1934#961.4#961.8
291;/;/;PUNCT;_;_;_;_;_;@vvp1934-words#@vvp1934#961.8#962.2
292;да;да;PART;_;_;_;_;_;"""@vvp1934-words#@vvp1934#962.2#962.6"
293;?;?;PUNCT;_;_;_;_;_;"""@vvp1934-words#@vvp1934#962.2#962.9"
294;/;/;PUNCT;_;_;_;_;_;@vvp1934-words#@vvp1934#962.6#963.0
295;искусство;искусство;NOUN;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@vvp1934-words#@vvp1934#963.0#963.4
296;вечно;вечно;ADV;_;Degree=Pos;_;_;_;@vvp1934-words#@vvp1934#963.4#963.8
297;жизнь;жизнь;NOUN;_;Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing;_;_;_;@vvp1934-words#@vvp1934#963.8#964.2
298;коротка;коротка;ADJ;_;Gender=Fem|Number=Sg;_;_;_;@vvp1934-words#@vvp1934#964.2#964.6
299;как;как;ADV;_;Degree=Pos;_;_;_;@vvp1934-words#@vvp1934#965.4#965.9
300;вы;вы;PRON;_;Case=Nom|Number=Plur|Person=2;_;_;_;@vvp1934-words#@vvp1934#965.9#966.4
301;думаете;думать;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@vvp1934-words#@vvp1934#966.4#966.9
302;/;/;PUNCT;_;_;_;_;_;@vvp1934-words#@vvp1934#966.9#967.4
303;аа;а;INTJ;_;_;_;_;_;@vvp1934-words#@vvp1934#967.4#967.9
304;/;/;PUNCT;_;_;_;_;_;@vvp1934-words#@vvp1934#967.9#968.4
305;и;и;CCONJ;_;_;_;_;_;@vvp1934-words#@vvp1934#968.4#968.9
306;вообще;вообще;ADV;_;Degree=Pos;_;_;_;@vvp1934-words#@vvp1934#968.9#969.4
307;думаете;думать;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@vvp1934-words#@vvp1934#969.4#969.9
308;ли;ли;PART;_;_;_;_;_;@vvp1934-words#@vvp1934#969.9#970.4
309;вы;вы;PRON;_;Case=Nom|Number=Plur|Person=2;_;_;_;@vvp1934-words#@vvp1934#970.4#970.9
310;об;о;ADP;_;_;_;_;_;@vvp1934-words#@vvp1934#970.9#971.4
311;этом;это;PRON;_;Case=Loc|Gender=Neut|Number=Sing;_;_;_;"""@vvp1934-words#@vvp1934#971.4#971.9"
312;?;?;PUNCT;_;_;_;_;_;"""@vvp1934-words#@vvp1934#971.4#972.5"
313;аа;аа;INTJ;_;_;_;_;_;@vvp1934-words#@vvp1934#972.9#973.0
314;/;/;PUNCT;_;_;_;_;_;@vvp1934-words#@vvp1934#973.0#973.1
315;[нрзб];[нрзб];X;_;_;_;_;_;@vvp1934-words#@vvp1934#973.1#973.2
316;ну;ну;PART;_;_;_;_;_;@vvp1934-words#@vvp1934#973.7#973.99
317;нет;нет;PART;_;_;_;_;_;@vvp1934-words#@vvp1934#973.99#974.28
318;/;/;PUNCT;_;_;_;_;_;@vvp1934-words#@vvp1934#974.28#974.57
319;думаете;думать;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@vvp1934-words#@vvp1934#974.57#974.86
320;ли;ли;PART;_;_;_;_;_;@vvp1934-words#@vvp1934#974.86#975.15
321;что;что;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@vvp1934-words#@vvp1934#975.15#975.44
322;вас;вы;PRON;_;Case=Acc|Number=Plur|Person=2;_;_;_;@vvp1934-words#@vvp1934#975.44#975.73
323;запомнят;запомнить;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Fut|VerbForm=Fin|Voice=Act;_;_;_;@vvp1934-words#@vvp1934#975.73#976.02
324;или;или;CCONJ;_;_;_;_;_;@vvp1934-words#@vvp1934#976.02#976.31
325;нет;нет;PART;_;_;_;_;_;@vvp1934-words#@vvp1934#976.31#976.6
326;не;не;PART;_;_;_;_;_;@vvp1934-words#@vvp1934#977.4#977.6
327;думаете;думать;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Nense=Pres|VerbForm=Fin|Voice=Act;_;_;_;"""@vvp1934-words#@vvp1934#977.6#977.8"
328;?;?;PUNCT;_;_;_;_;_;"""@vvp1934-words#@vvp1934#977.6#978.6"
329;не;не;PART;_;_;_;_;_;@vvp1934-words#@vvp1934#979.7#979.89
330;ну;ну;PART;_;_;_;_;_;@vvp1934-words#@vvp1934#979.89#980.08
331;я;я;PRON;_;Case=Nom|Number=Sing|Person=1;_;_;_;@vvp1934-words#@vvp1934#980.08#980.27
332;/;/;PUNCT;_;_;_;_;_;@vvp1934-words#@vvp1934#980.27#980.46
333;в;верю;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@vvp1934-words#@vvp1934#980.46#980.65
334;/;/;PUNCT;_;_;_;_;_;@vvp1934-words#@vvp1934#980.65#980.84
335;верю;верить;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@vvp1934-words#@vvp1934#980.84#981.03
336;что;что;PRON;_;Case=Acc;_;_;_;@vvp1934-words#@vvp1934#981.03#981.22
337;вы;вы;PRON;_;Case=Nom|Number=Plur|Person=2;_;_;_;@vvp1934-words#@vvp1934#981.22#981.41
338;искренне;искренне;ADV;_;Degree=Pos;_;_;_;@vvp1934-words#@vvp1934#981.41#981.6
339;говорите;говорить;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@vvp1934-words#@vvp1934#981.6#981.8
340;да;да;PART;_;_;_;_;_;@vvp1934-words#@vvp1934#982.7#982.9
341;ну;ну;PART;_;_;_;_;_;@vvp1934-words#@vvp1934#984.9#985.179
342;а;а;CCONJ;_;_;_;_;_;@vvp1934-words#@vvp1934#985.179#985.458
343;то;то;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@vvp1934-words#@vvp1934#985.458#985.737
344;чем;что;PRON;_;Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing;_;_;_;@vvp1934-words#@vvp1934#985.737#986.016
345;занимаетесь;заниматься;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Mid;_;_;_;@vvp1934-words#@vvp1934#986.016#986.295
346;/;/;PUNCT;_;_;_;_;_;@vvp1934-words#@vvp1934#986.295#986.574
347;это;это;PRON;_;Case=Nom|Gender=Neut|Number=Sing;_;_;_;@vvp1934-words#@vvp1934#986.574#986.853
348;искусство;искусство;NOUN;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@vvp1934-words#@vvp1934#986.853#987.132
349;с;с;ADP;_;_;_;_;_;@vvp1934-words#@vvp1934#987.132#987.411
350;вашей;ваш;PRON;_;Case=Ins|Gender=Fem|Number=Sing;_;_;_;@vvp1934-words#@vvp1934#987.411#987.69
351;точки;точка;NOUN;_;Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing;_;_;_;@vvp1934-words#@vvp1934#987.69#987.969
352;зрения;зрение;PUNCT;_;Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing;_;_;_;"""@vvp1934-words#@vvp1934#987.969#988.25"
353;?;?;PUNCT;_;_;_;_;_;"""@vvp1934-words#@vvp1934#987.969#988.6"
354;угу;угу;PART;_;_;_;_;_;@vvp1934-words#@vvp1934#999.5#999.9
355;чуть-чуть;чуть-чуть;Adv;_;Degree=Pos;_;_;_;@vvp1934-words#@vvp1934#1009.9#1010.483
356;сменим;сменить ;VERB;_;Aspect=Perf|Mood=Ind|Number=Plur|Person=1|Tense=|VerbForm=Fin|Voice=Act;_;_;_;@vvp1934-words#@vvp1934#1010.483#1011.066
357;ракурс;ракурс;NOUN;_;Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing;_;_;_;@vvp1934-words#@vvp1934#1011.066#1011.65
358;несколько;несколько;NUM;_;Animacy=Inan|Case=Acc;_;_;_;@vvp1934-words#@vvp1934#1012.0#1012.263
359;лет;год;NOUN;_;Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur;_;_;_;@vvp1934-words#@vvp1934#1012.263#1012.526
360;тому;тот;PRON;_;Case=Dat|Gender=Neut|Number=Sing;_;_;_;@vvp1934-words#@vvp1934#1012.526#1012.789
361;назад;назад;ADV;_;Degree=Pos;_;_;_;@vvp1934-words#@vvp1934#1012.789#1013.052
362;вы;вы;PRON;_;Case=Nom|Number=Plur|Person=2;_;_;_;@vvp1934-words#@vvp1934#1013.052#1013.315
363;решили;решить;VERB;_;Aspect=Perf|Mood=Ind|Number=Plur|Person=2|Tense=Past|VerbForm=Fin|Voice=Act;_;_;_;@vvp1934-words#@vvp1934#1013.315#1013.578
364;/;/;PUNCT;_;_;_;_;_;@vvp1934-words#@vvp1934#1013.578#1013.841
365;что;что;SCONJ;_;_;_;_;_;@vvp1934-words#@vvp1934#1013.841#1014.104
366;вам;вы;PRON;_;Case=Dat|Number=Plur|Person=2;_;_;_;@vvp1934-words#@vvp1934#1014.104#1014.367
367;надо;надо;PRED;_;_;_;_;_;@vvp1934-words#@vvp1934#1014.367#1014.63
368;учиться;учиться;VERB;_;Aspect=Imp|VerbForm=Inf|Voice=Mid;_;_;_;@vvp1934-words#@vvp1934#1014.63#1014.9
369;да;да;PART;_;_;_;_;_;@vvp1934-words#@vvp1934#1017.6#1017.75
370;/;/;PUNCT;_;_;_;_;_;@vvp1934-words#@vvp1934#1017.75#1017.9
371;да;да;PART;_;_;_;_;_;@vvp1934-words#@vvp1934#1017.9#1018.05
372;/;/;PUNCT;_;_;_;_;_;@vvp1934-words#@vvp1934#1018.05#1018.2
373;но;но;CCONJ;_;_;_;_;_;@vvp1934-words#@vvp1934#1018.2#1018.35
374;всё-таки;всё-таки;PART;_;_;_;_;_;@vvp1934-words#@vvp1934#1018.35#1018.5
375;и;и;PART;_;_;_;_;_;@vvp1934-words#@vvp1934#1018.9#1019.322
376;вы;вы;PRON;_;Case=Nom|Number=Plur|Person=2;_;_;_;@vvp1934-words#@vvp1934#1019.322#1019.744
377;поступили;поступить;VERB;_;Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act;_;_;_;@vvp1934-words#@vvp1934#1019.744#1020.166
378;на;на;ADP;_;_;_;_;_;@vvp1934-words#@vvp1934#1020.166#1020.588
379;философский;философский;ADJ;_;Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing;_;_;_;@vvp1934-words#@vvp1934#1020.588#1021.01
380;факультет;факультет;NOUN;_;Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing;_;_;_;@vvp1934-words#@vvp1934#1021.01#1021.432
381;Московского;Московский;PROPN;_;Case=Gen|Degree=Pos|Number=Sg;_;_;_;@vvp1934-words#@vvp1934#1021.432#1021.854
382;Государственного;Государственный;PROPN;_;Case=Gen|Degree=Pos|Number=Sg;_;_;_;@vvp1934-words#@vvp1934#1021.854#1022.276
383;Университета;Университет;PROPN;_;Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing;_;_;_;@vvp1934-words#@vvp1934#1022.276#1022.698
384;/;/;PUNCT;_;_;_;_;_;@vvp1934-words#@vvp1934#1022.698#1023.12
385;окончили;окончить;PUNCT;_;Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act;_;_;_;@vvp1934-words#@vvp1934#1023.12#1023.55
386;?;?;PUNCT;_;_;_;_;_;"""@vvp1934-words#@vvp1934#1027.0#1026.15"
387;сколько;сколько;NUM;_;Case=Num;_;_;_;"""@vvp1934-words#@vvp1934#1027.0#1027.599"
388;?;?;PUNCT;;;_;_;_;"""@vvp1934-words#@vvp1934#1027.0#1028.357"
389;один;один;NUM;_;Case=Nom|Gender=Masc;_;_;_;@vvp1934-words#@vvp1934#1028.65#1028.983
390;/;/;PUNCT;_;_;_;_;_;@vvp1934-words#@vvp1934#1028.983#1029.316
391;#цокает#;#цокает#;X;_;_;_;_;_;@vvp1934-words#@vvp1934#1029.316#1029.649
392;/;/;PUNCT;_;_;_;_;_;@vvp1934-words#@vvp1934#1029.649#1029.982
393;потому;потому;ADV;_;Degree=Pos;_;_;_;@vvp1934-words#@vvp1934#1029.982#1030.315
394;что;что;PUNCT;_;_;_;_;_;"""@vvp1934-words#@vvp1934#1030.315#1030.65"
395;?;?;PUNCT;_;_;_;_;_;"""@vvp1934-words#@vvp1934#1030.315#1033.35"
396;да;да;PART;_;_;_;_;_;@vvp1934-words#@vvp1934#1037.4#1037.65
397;и;и;CCONJ;_;_;_;_;_;@vvp1934-words#@vvp1934#1043.25#1043.625
398;#одновременно#;#одновременно#;X;_;_;_;_;_;@vvp1934-words#@vvp1934#1043.625#1044.0
399;и;и;CCONJ;_;_;_;_;_;@vvp1934-words#@vvp1934#1044.65#1044.933
400;не;не;PART;_;_;_;_;_;@vvp1934-words#@vvp1934#1044.933#1045.216
401;вернулись;вернуться;VERB;_;Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Mid;_;_;_;@vvp1934-words#@vvp1934#1045.216#1045.5
402;а;а;CCONJ;_;_;_;_;_;@vvp1934-words#@vvp1934#1048.15#1048.45
403;да;да;PART;_;_;_;_;_;"""@vvp1934-words#@vvp1934#1048.45#1048.75"
404;?;?;PUNCT;_;_;_;_;_;"""@vvp1934-words#@vvp1934#1048.45#1050.75"
405;да;да;PART;_;_;_;_;_;@vvp1934-words#@vvp1934#1058.6#1059.35
406;да;да;PART;_;_;_;_;_;@vvp1934-words#@vvp1934#1066.1#1066.3
407;неужели;неужели;PART;_;_;_;_;_;@vvp1934-words#@vvp1934#1072.1#1072.483
408;вы;вы;PRON;_;Case=Nom|Number=Plur|Person=2;_;_;_;@vvp1934-words#@vvp1934#1072.483#1072.866
409;мне;я;PRON;_;Case=Dat|Number=Sing|Person=1;_;_;_;@vvp1934-words#@vvp1934#1072.866#1073.249
410;скажете;сказать;VERB;_;Aspect=Perf|Mood=Ind|Number=Plur|Person=2|Tense=Fut|VerbForm=Fin|Voice=Act;_;_;_;@vvp1934-words#@vvp1934#1073.249#1073.632
411;что;что;SCONJ;_;_;_;_;_;@vvp1934-words#@vvp1934#1073.632#1074.015
412;они;они;PRON;_;Case=Nom|Number=Plur|Person=3;_;_;_;@vvp1934-words#@vvp1934#1074.015#1074.398
413;не;не;PART;_;_;_;_;_;@vvp1934-words#@vvp1934#1074.398#1074.781
414;очень;очень;ADV;_;Degree=Pos;_;_;_;@vvp1934-words#@vvp1934#1074.781#1075.164
415;#одновременно#;#одновременно#;X;_;_;_;_;_;@vvp1934-words#@vvp1934#1075.164#1075.55
416;так;так;PART;_;_;_;_;_;@vvp1934-words#@vvp1934#1077.4#1077.9
417;ну;ну;PART;_;_;_;_;_;@vvp1934-words#@vvp1934#1080.3#1080.6
418;естественно;естественный;ADV;_;Degree=Pos;_;_;_;@vvp1934-words#@vvp1934#1081.4#1081.9
419;так;так;PART;_;_;_;_;_;@vvp1934-words#@vvp1934#1086.8#1087.1
420;#цокает#;#цокает#;X;_;_;_;_;_;@vvp1934-words#@vvp1934#1097.2#1097.4
421;/;/;PUNCT;_;_;_;_;_;@vvp1934-words#@vvp1934#1097.4#1097.6
422;ну;ну;PART;_;_;_;_;_;@vvp1934-words#@vvp1934#1097.6#1097.8
423;да;да;PART;_;_;_;_;_;@vvp1934-words#@vvp1934#1097.8#1098.0
424;ну;ну;PART;_;_;_;_;_;@ztr1976-words#@ztr1976#797.2#797.488
425;лучшие;лучший;ADJ;_;Case=Nom|Degree=Pos|Number=Plur;_;_;_;@ztr1976-words#@ztr1976#797.488#797.776
426;песни;песня;NOUN;_;Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur;_;_;_;@ztr1976-words#@ztr1976#797.776#798.064
427;получаются;получаться;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid;_;_;_;@ztr1976-words#@ztr1976#798.064#798.352
428;когда;когда;SCONJ;_;_;_;_;_;@ztr1976-words#@ztr1976#798.352#798.64
429;ты;ты;PRON;_;Case=Nom|Number=Sing|Person=2;_;_;_;@ztr1976-words#@ztr1976#798.64#798.928
430;сразу;сразу;ADV;_;Degree=Pos;_;_;_;@ztr1976-words#@ztr1976#798.928#799.216
431;/;/;PUNCT;_;_;_;_;_;@ztr1976-words#@ztr1976#799.216#799.504
432;когда;когда;SCONJ;_;_;_;_;_;@ztr1976-words#@ztr1976#799.504#799.792
433;к;к;ADP;_;_;_;_;_;@ztr1976-words#@ztr1976#799.792#800.08
434;тебе;ты;PRON;_;Case=Dat|Number=Sing|Person=2;_;_;_;@ztr1976-words#@ztr1976#800.08#800.368
435;приходит;приходить;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@ztr1976-words#@ztr1976#800.368#800.656
436;/;/;PUNCT;_;_;_;_;_;@ztr1976-words#@ztr1976#800.656#800.944
437;ээ;ээ;INTJ;_;_;_;_;_;@ztr1976-words#@ztr1976#800.944#801.232
438;/;/;PUNCT;_;_;_;_;_;@ztr1976-words#@ztr1976#801.232#801.52
439;сразу;сразу;ADV;_;Degree=Pos;_;_;_;@ztr1976-words#@ztr1976#801.52#801.808
440;/;/;PUNCT;_;_;_;_;_;@ztr1976-words#@ztr1976#801.808#802.096
441;э;э;INTJ;_;_;_;_;_;@ztr1976-words#@ztr1976#802.096#802.384
442;/;/;PUNCT;_;_;_;_;_;@ztr1976-words#@ztr1976#802.384#802.672
443;мелодическая;мелодический;ADJ;_;Case=Nom|Degree=Pos|Gender=Fem|Number=Sing;_;_;_;@ztr1976-words#@ztr1976#802.672#802.96
444;/;/;PUNCT;_;_;_;_;_;@ztr1976-words#@ztr1976#802.96#803.248
445;строчка;строчка;NOUN;_;Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing;_;_;_;@ztr1976-words#@ztr1976#803.248#803.536
446;вместе;вместе;ADV;_;Degree=Pos;_;_;_;@ztr1976-words#@ztr1976#803.536#803.824
447;с;с;ADP;_;_;_;_;_;@ztr1976-words#@ztr1976#803.824#804.112
448;текстом;текст;NOUN;_;Animacy=Inan|Case=Ins|Gender=Masc|Number=Sing;_;_;_;@ztr1976-words#@ztr1976#804.112#804.4
449;это;это;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@ztr1976-words#@ztr1976#805.0#805.295
450;может;может;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@ztr1976-words#@ztr1976#805.295#805.59
451;быть;быть;VERB;_;Aspect=Imp|VerbForm=Inf|Voice=Act;_;_;_;@ztr1976-words#@ztr1976#805.59#805.885
452;одна;один;NUM;_;Case=Nom|Gender=Fem;_;_;_;@ztr1976-words#@ztr1976#805.885#806.18
453;строчка;строчка;NOUN;_;Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing;_;_;_;@ztr1976-words#@ztr1976#806.18#806.475
454;/;/;PUNCT;_;_;_;_;_;@ztr1976-words#@ztr1976#806.475#806.77
455;ну;ну;PART;_;_;_;_;_;@ztr1976-words#@ztr1976#806.77#807.065
456;может;мочь;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@ztr1976-words#@ztr1976#807.065#807.36
457;быть;быть;VERB;_;Aspect=Imp|VerbForm=Inf|Voice=Act;_;_;_;@ztr1976-words#@ztr1976#807.36#807.655
458;сразу;сразу;ADV;_;Degree=Pos;_;_;_;@ztr1976-words#@ztr1976#807.655#807.95
459;четыре;четыре;NUM;_;Animacy=Inan|Case=Acc;_;_;_;@ztr1976-words#@ztr1976#807.95#808.25
460;#цокает#;#цокает#;X;_;_;_;_;_;@ztr1976-words#@ztr1976#809.7#809.947
461;и;и;CCONJ;_;_;_;_;_;@ztr1976-words#@ztr1976#809.947#810.194
462;получаются;получаться;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid;_;_;_;@ztr1976-words#@ztr1976#810.194#810.441
